ダウンロードした時刻：2025/07/15 21:02:44

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡,福岡
2022/9,24.4,8,2,16.5,8,1,32.7,8,1,28.8,8,2,21.1,8,2,26.2,8,1,17.9,8,1,34.8,8,1,30.7,8,1,22.7,8,1,28.3,8,1,24.2,8,1,32.6,8,1,30.8,8,1,26.1,8,1,25.2,8,1,16.9,8,3,35.5,8,3,29.3,8,3,21.7,8,3
2022/10,17.2,8,2,8.5,8,1,29.6,8,1,21.5,8,2,13.8,8,2,19.0,8,1,10.3,8,1,30.5,8,1,23.6,8,1,15.2,8,1,26.0,8,1,19.6,8,1,31.4,8,1,28.4,8,1,24.0,8,1,18.8,8,1,8.6,8,3,31.4,8,3,23.5,8,3,14.5,8,3
2022/11,14.5,8,2,7.7,8,1,24.3,8,1,19.1,8,2,10.7,8,2,15.2,8,1,8.4,8,1,24.0,8,1,19.6,8,1,11.4,8,1,23.6,8,1,19.3,8,1,28.3,8,1,25.9,8,1,21.8,8,1,15.4,8,1,7.1,8,3,26.9,8,3,20.7,8,3,10.5,8,3
2022/12,7.5,8,2,-0.1,8,1,15.9,8,1,12.2,8,2,3.7,8,2,7.9,8,1,0.7,8,1,16.8,8,1,11.6,8,1,4.6,8,1,18.6,8,1,13.1,8,1,27.0,8,1,20.7,8,1,16.7,8,1,6.9,8,1,-0.3,8,3,17.2,8,3,10.7,8,3,3.2,8,3
2023/1,5.7,8,2,-3.4,8,1,14.2,8,1,10.2,8,2,1.8,8,2,6.5,8,1,-2.0,8,1,15.5,8,1,10.3,8,1,3.1,8,1,17.5,8,1,8.4,8,1,25.4,8,1,20.3,8,1,14.9,8,1,6.5,8,1,-3.3,8,3,18.1,8,3,10.4,8,3,2.4,8,3
2023/2,7.3,8,2,-0.7,8,1,19.4,8,1,12.1,8,2,3.0,8,2,7.0,8,1,-0.1,8,1,16.9,8,1,11.0,8,1,3.7,8,1,19.0,8,1,14.2,8,1,25.6,8,1,21.6,8,1,16.8,8,1,8.2,8,1,-0.8,8,3,18.8,8,3,12.8,8,3,3.9,8,3
2023/3,12.9,8,2,3.6,8,1,25.0,8,1,17.9,8,2,8.6,8,2,13.0,8,1,4.1,8,1,25.2,8,1,18.3,8,1,8.3,8,1,20.0,8,1,12.3,8,1,27.3,8,1,23.0,8,1,17.6,8,1,13.0,8,1,0.7,8,3,24.3,8,3,18.3,8,3,8.1,8,3
2023/4,16.3,8,2,6.6,8,1,26.8,8,1,21.7,8,2,11.9,8,2,15.9,8,1,7.2,8,1,27.4,8,1,20.9,8,1,11.6,8,1,22.5,8,1,15.2,8,1,28.7,8,1,25.4,8,1,20.3,8,1,16.3,8,1,6.4,8,3,27.1,8,3,21.0,8,3,11.6,8,3
2023/5,19.0,8,2,10.1,8,1,32.2,8,1,24.0,8,2,14.6,8,2,20.0,8,1,11.3,8,1,30.3,8,1,24.9,8,1,15.9,8,1,24.3,8,1,18.9,8,1,30.0,8,1,26.8,8,1,22.3,8,1,20.0,8,1,9.0,8,3,30.6,8,3,24.4,8,3,15.8,8,3
2023/6,23.2,8,2,15.3,8,1,33.8,8,1,27.6,8,2,19.6,8,2,23.8,8,1,15.3,8,1,33.3,8,1,27.8,8,1,20.4,8,1,27.2,8,1,23.6,8,1,32.8,8,1,29.7,8,1,25.7,8,1,24.0,8,1,16.3,8,3,32.0,8,3,28.1,8,3,20.7,8,3
2023/7,28.7,8,2,20.7,8,1,37.7,8,1,33.9,8,2,24.7,8,2,28.9,8,1,22.8,8,1,38.1,8,1,33.7,8,1,25.6,8,1,29.6,8,1,25.4,8,1,34.3,8,1,32.8,8,1,27.4,8,1,28.3,8,1,21.7,8,3,35.4,8,3,32.7,8,3,25.2,8,3
2023/8,29.2,8,2,22.2,8,1,36.7,8,1,34.3,8,2,26.1,8,2,29.9,8,1,24.4,8,1,38.6,8,1,35.2,8,1,26.8,8,1,28.6,8,1,24.6,8,1,34.0,8,1,31.4,8,1,26.6,8,1,29.1,8,1,24.5,8,3,37.2,8,3,33.5,8,3,25.9,8,3
2023/9,26.7,8,2,18.5,8,1,34.9,8,1,31.2,8,2,23.6,8,2,27.9,8,1,20.9,8,1,36.4,8,1,32.5,8,1,24.8,8,1,28.7,5,1,24.6,5,1,33.1,8,1,31.8,8,1,26.4,5,1,26.4,8,1,19.8,8,3,34.3,8,3,30.5,8,3,23.2,8,3
2023/10,18.9,8,2,11.4,8,1,29.9,8,1,23.7,8,2,14.7,8,2,19.3,8,1,11.0,8,1,27.3,8,1,24.0,8,1,15.6,8,1,26.0,8,1,20.7,8,1,32.3,8,1,28.8,8,1,23.7,8,1,18.8,8,1,9.3,8,3,27.5,8,3,23.9,8,3,14.2,8,3
2023/11,14.4,8,2,5.3,8,1,27.5,8,1,19.2,8,2,10.3,8,2,14.4,8,1,5.2,8,1,27.9,8,1,18.9,8,1,10.5,8,1,22.6,8,1,16.4,8,1,29.2,8,1,25.2,8,1,20.1,8,1,14.4,8,1,3.9,8,3,28.9,8,3,19.1,8,3,9.6,8,3
2023/12,9.4,8,2,0.1,8,1,21.1,8,1,14.3,8,2,5.2,8,2,9.3,8,1,-0.2,8,1,21.0,8,1,13.6,8,1,5.6,8,1,19.7,8,1,12.7,8,1,27.4,8,1,22.2,8,1,17.2,8,1,9.4,8,1,0.2,8,3,23.5,8,3,13.3,8,3,5.5,8,3
2024/1,7.1,8,2,-1.1,8,1,15.6,8,1,11.8,8,2,2.9,8,2,7.1,8,1,0.1,8,1,14.4,8,1,10.8,8,1,3.6,8,1,17.9,8,1,12.0,8,1,26.3,8,1,20.7,8,1,15.3,8,1,7.6,8,1,-0.6,8,3,17.3,8,3,11.5,8,3,3.4,8,3
2024/2,8.0,8,2,-0.1,8,1,23.7,8,1,12.5,8,2,4.1,8,2,8.4,8,1,2.0,8,1,19.7,8,1,12.3,8,1,5.2,8,1,19.8,8,1,14.6,8,1,26.7,8,1,22.7,8,1,17.8,8,1,9.3,8,1,0.4,8,3,21.3,8,3,13.0,8,3,5.5,8,3
2024/3,9.6,8,2,0.4,8,1,28.1,8,1,14.8,8,2,5.1,8,2,9.5,8,1,0.7,8,1,23.0,8,1,13.5,8,1,6.0,8,1,19.5,8,1,12.9,8,1,26.6,8,1,22.3,8,1,17.2,8,1,11.0,8,1,0.1,8,3,23.7,8,3,15.0,8,3,7.5,8,3
2024/4,17.1,8,2,7.4,8,1,28.2,8,1,21.8,8,2,13.1,8,2,17.8,8,1,6.9,8,1,27.1,8,1,22.6,8,1,13.9,8,1,23.9,8,1,19.2,8,1,30.1,8,1,26.8,8,1,21.8,8,1,17.4,8,1,6.4,8,3,27.8,8,3,21.9,8,3,13.4,8,3
2024/5,20.0,8,2,8.7,8,1,29.0,8,1,24.8,8,2,15.6,8,2,19.4,8,1,9.8,8,1,29.0,8,1,24.4,8,1,15.1,8,1,24.7,8,1,18.2,8,1,30.7,8,1,27.4,8,1,22.6,8,1,19.8,8,1,9.0,8,3,31.4,8,3,24.7,8,3,14.8,8,3
2024/6,23.1,8,2,14.8,8,1,33.4,8,1,27.7,8,2,19.3,8,2,23.9,8,1,15.3,8,1,34.1,8,1,28.7,8,1,20.2,8,1,26.9,8,1,18.1,8,1,33.6,8,1,29.5,8,1,24.9,8,1,23.5,8,1,14.7,8,3,33.4,8,3,27.8,8,3,20.0,8,3
2024/7,28.7,8,2,22.1,8,1,37.3,8,1,33.5,8,2,25.0,8,2,29.6,8,1,21.3,8,1,36.6,8,1,33.5,8,1,26.8,8,1,30.5,8,1,25.6,8,1,36.0,8,1,33.9,8,1,28.2,8,1,29.3,8,1,22.3,8,3,36.6,8,3,33.6,8,3,26.2,8,3
2024/8,29.0,8,2,23.3,8,1,35.9,8,1,33.6,8,2,25.7,8,2,30.4,8,1,23.8,8,1,38.3,8,1,35.4,8,1,26.9,8,1,30.2,8,1,25.3,8,1,34.3,8,1,32.8,8,1,28.2,8,1,30.1,8,1,23.3,8,3,38.2,8,3,34.8,8,3,26.5,8,3
2024/9,26.6,8,2,17.7,8,1,35.1,8,1,30.9,8,2,23.5,8,2,28.6,8,1,21.6,8,1,36.1,8,1,33.0,8,1,25.5,8,1,28.8,8,1,23.9,8,1,33.6,8,1,31.7,8,1,26.5,8,1,28.1,8,1,18.5,8,3,37.2,8,3,33.1,8,3,24.0,8,3
2024/10,20.6,8,2,11.5,8,1,31.9,8,1,24.5,8,2,17.4,8,2,22.1,8,1,13.8,8,1,31.7,8,1,26.4,8,1,18.8,8,1,27.6,8,1,22.5,8,1,32.1,8,1,30.3,8,1,25.5,8,1,21.4,8,1,14.1,8,3,31.3,8,3,25.6,8,3,17.8,8,3
2024/11,13.7,8,2,5.5,8,1,23.8,8,1,17.8,8,2,10.2,8,2,15.1,8,1,6.9,8,1,24.4,8,1,19.2,8,1,11.8,8,1,23.9,5,1,17.4,5,1,30.6,5,1,26.2,5,1,22.3,5,1,15.0,8,1,5.3,8,3,24.6,8,3,19.2,8,3,11.3,8,3
2024/12,8.1,8,2,0.5,8,1,17.8,8,1,13.2,8,2,3.8,8,2,8.6,8,1,2.2,8,1,19.0,8,1,12.4,8,1,5.6,8,1,18.6,8,1,14.3,8,1,25.4,8,1,21.2,8,1,16.5,8,1,8.3,8,1,-0.4,8,3,20.3,8,3,12.3,8,3,4.6,8,3
2025/1,6.6,8,2,-0.2,8,1,15.6,8,1,11.6,8,2,2.6,8,2,6.8,8,1,-0.4,8,1,14.6,8,1,10.5,8,1,3.5,8,1,16.8,8,1,11.0,8,1,23.2,8,1,19.4,8,1,14.5,8,1,6.1,8,1,-2.5,8,3,15.3,8,3,10.2,8,3,2.1,8,3
2025/2,6.5,8,2,-1.0,8,1,17.6,8,1,12.0,8,2,1.9,8,2,5.3,8,1,-2.0,8,1,13.8,8,1,9.2,8,1,2.1,8,1,16.0,8,1,10.2,8,1,24.3,8,1,18.6,8,1,13.9,8,1,5.1,8,1,-1.8,8,3,14.5,8,3,9.0,8,3,1.3,8,3
2025/3,10.7,8,2,0.4,8,1,25.9,8,1,16.0,8,2,6.2,8,2,10.9,8,1,1.1,8,1,26.1,8,1,15.3,8,1,7.1,8,1,19.4,8,1,12.2,8,1,26.6,8,1,22.3,8,1,17.3,8,1,11.5,8,1,1.1,8,3,26.6,8,3,16.1,8,3,7.1,8,3
2025/4,15.6,8,2,4.1,8,1,27.8,8,1,20.7,8,2,11.2,8,2,15.9,8,1,6.1,8,1,28.1,8,1,21.0,8,1,11.6,8,1,20.5,8,1,13.6,8,1,27.1,8,1,23.6,8,1,17.7,8,1,15.7,8,1,3.7,8,3,28.7,8,3,20.9,8,3,10.7,8,3
2025/5,19.2,8,2,11.6,8,1,31.1,8,1,23.6,8,2,15.5,8,2,20.1,8,1,10.8,8,1,30.5,8,1,24.6,8,1,16.4,8,1,24.4,8,1,17.2,8,1,32.3,8,1,27.1,8,1,22.0,8,1,19.3,8,1,9.0,8,3,31.6,8,3,24.1,8,3,15.0,8,3
2025/6,24.7,8,2,15.0,8,1,34.8,8,1,29.3,8,2,21.2,8,2,25.4,8,1,15.9,8,1,34.4,8,1,29.6,8,1,22.0,8,1,28.6,8,1,20.1,8,1,33.4,8,1,31.3,8,1,26.3,8,1,24.6,8,1,13.9,8,3,34.3,8,3,28.7,8,3,21.1,8,3
2025/7,27.9,4,2,20.7,4,1,35.8,4,1,32.7,4,2,24.6,4,2,30.3,4,1,25.4,4,1,37.6,4,1,35.3,4,1,27.1,4,1,29.0,4,1,23.6,4,1,33.3,4,1,32.1,4,1,26.7,4,1,,0,1,,0,3,,0,3,,0,3,,0,3
